time point,time step size,N strains,N haplotypes usable,site 1,site 2,number of polymoprhisms at site 1,number of polymoprhisms at site 2,minor allele freq site 1,minor allele freq site 2,D,|D'|,Chi,ChiSqDf
1980,40,1603,1603,11,55,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,60,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,64,4,2,0.000623830318153,0.00249532127261,NaN,NaN,0.0150657717742,3.13282839972e-06
1980,40,1603,1603,11,73,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,77,4,2,0.000623830318153,0.00374298190892,NaN,NaN,0.0226269590485,4.70512768736e-06
1980,40,1603,1603,11,94,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,97,4,3,0.000623830318153,0.000623830318153,NaN,NaN,1603.00313478,0.166666992595
1980,40,1603,1603,11,101,4,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,11,105,4,2,0.000623830318153,0.292576419214,NaN,NaN,2.86670477998,0.000596112451649
1980,40,1603,1603,11,115,4,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,11,123,4,3,0.000623830318153,0.000623830318153,NaN,NaN,0.0150657717742,1.56641419986e-06
1980,40,1603,1603,11,124,4,2,0.000623830318153,0.00187149095446,NaN,NaN,0.0112922667502,2.34815278647e-06
1980,40,1603,1603,11,130,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,131,4,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,11,140,4,3,0.000623830318153,0.00124766063631,NaN,NaN,0.0340043164371,3.53548725693e-06
1980,40,1603,1603,11,146,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,149,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,157,4,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,11,159,4,2,0.000623830318153,0.00374298190892,NaN,NaN,0.0226269590485,4.70512768736e-06
1980,40,1603,1603,11,164,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,167,4,2,0.000623830318153,0.00311915159077,NaN,NaN,0.0188439995831,3.91848608506e-06
1980,40,1603,1603,11,177,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1602,11,186,4,2,0.000624219725343,0.000624219725343,NaN,NaN,0.0037617466527,7.82718820787e-07
1980,40,1603,1603,11,188,4,2,0.000623830318153,0.00623830318153,NaN,NaN,0.0378062916933,7.86157032509e-06
1980,40,1603,1603,11,192,4,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,11,198,4,2,0.000623830318153,0.00311915159077,NaN,NaN,0.0188439995831,3.91848608506e-06
1980,40,1603,1603,11,200,4,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,11,207,4,2,0.000623830318153,0.008109794136,NaN,NaN,0.0492409116149,1.02393245196e-05
1980,40,1603,1603,11,208,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,211,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,215,4,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,11,218,4,3,0.000623830318153,0.00124766063631,NaN,NaN,0.030207108548,3.14068502266e-06
1980,40,1603,1603,11,220,4,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,11,221,4,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,11,222,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,226,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,227,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,232,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,233,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,240,4,2,0.000623830318153,0.00187149095446,NaN,NaN,0.0112922667502,2.34815278647e-06
1980,40,1603,1603,11,244,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,11,245,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,12,15,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,20,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,12,22,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,12,26,2,2,0.000623830318153,0.00374298190892,-2.3349855951e-06,1.00000000001,0.00375938967962,2.3452212599e-06
1980,40,1603,1603,12,33,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,35,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,46,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,12,48,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,49,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,55,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,60,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,64,2,2,0.000623830318153,0.00249532127261,-1.55665706336e-06,0.999999999982,0.00250312500244,1.56152526665e-06
1980,40,1603,1603,12,73,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,77,2,2,0.000623830318153,0.00374298190892,-2.3349855951e-06,1.00000000001,0.00375938967962,2.3452212599e-06
1980,40,1603,1603,12,94,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,97,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,12,101,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,12,105,2,2,0.000623830318153,0.292576419214,-0.000182518040682,1.0,0.413838411862,0.000258164948136
1980,40,1603,1603,12,115,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,12,123,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00250312500244,7.80762633325e-07
1980,40,1603,1603,12,124,2,2,0.000623830318153,0.00187149095446,-1.16749279755e-06,1.00000000001,0.00187617041199,1.17041198502e-06
1980,40,1603,1603,12,130,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,131,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,12,140,2,3,0.000623830318153,0.00124766063631,NaN,NaN,0.00564969760196,1.76222632625e-06
1980,40,1603,1603,12,146,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,149,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,157,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,12,159,2,2,0.000623830318153,0.00374298190892,-2.3349855951e-06,1.00000000001,0.00375938967962,2.3452212599e-06
1980,40,1603,1603,12,164,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,167,2,2,0.000623830318153,0.00311915159077,-1.94582132917e-06,0.999999999968,0.00313086426698,1.95312805176e-06
1980,40,1603,1603,12,177,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1602,12,186,2,2,0.000624219725343,0.000624219725343,-3.89650265498e-07,0.999999999974,0.000624999756164,3.90137176132e-07
1980,40,1603,1603,12,188,2,2,0.000623830318153,0.00623830318153,-3.89164265846e-06,0.999999999996,0.00628138242138,3.91851679437e-06
1980,40,1603,1603,12,192,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,12,198,2,2,0.000623830318153,0.00311915159077,-1.94582132917e-06,0.999999999968,0.00313086426698,1.95312805176e-06
1980,40,1603,1603,12,200,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,12,207,2,2,0.000623830318153,0.008109794136,-5.05913545601e-06,0.999999999998,0.00818120431222,5.10368328897e-06
1980,40,1603,1603,12,208,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,211,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,215,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,12,218,2,3,0.000623830318153,0.00124766063631,NaN,NaN,0.00501880486383,1.56544131748e-06
1980,40,1603,1603,12,220,2,2,0.000623830318153,0.00124766063631,-7.78328531736e-07,1.00000000005,0.00124999902527,7.79787289623e-07
1980,40,1603,1603,12,221,2,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00124999902527,3.89893644812e-07
1980,40,1603,1603,12,222,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,226,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,227,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,232,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,233,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,240,2,2,0.000623830318153,0.00187149095446,-1.16749279755e-06,1.00000000001,0.00187617041199,1.17041198502e-06
1980,40,1603,1603,12,244,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,12,245,2,2,0.000623830318153,0.000623830318153,-3.89164265702e-07,0.999999999625,0.000624609375609,3.89650265508e-07
1980,40,1603,1603,13,15,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,20,3,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00375468457214,5.85571517801e-07
1980,40,1603,1603,13,22,3,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00375468457214,1.1711430356e-06
1980,40,1603,1603,13,26,3,2,0.000623830318153,0.00374298190892,NaN,NaN,0.0112922667502,3.52222917971e-06
1980,40,1603,1603,13,33,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,35,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,46,3,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00375468457214,5.85571517801e-07
1980,40,1603,1603,13,48,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,49,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,55,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,60,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,64,3,2,0.000623830318153,0.00249532127261,NaN,NaN,0.00751876172608,2.34521575985e-06
1980,40,1603,1603,13,73,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,77,3,2,0.000623830318153,0.00374298190892,NaN,NaN,0.0112922667502,3.52222917971e-06
1980,40,1603,1603,13,94,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,97,3,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00375468457214,5.85571517801e-07
1980,40,1603,1603,13,101,3,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00375468457214,1.1711430356e-06
1980,40,1603,1603,13,105,3,2,0.000623830318153,0.292576419214,NaN,NaN,3.24511608624,0.00101220090026
1980,40,1603,1603,13,115,3,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00375468457214,5.85571517801e-07
1980,40,1603,1603,13,123,3,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00751876172608,1.17260787992e-06
1980,40,1603,1603,13,124,3,2,0.000623830318153,0.00187149095446,NaN,NaN,0.005635546875,1.7578125e-06
1980,40,1603,1603,13,130,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,131,3,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00375468457214,1.1711430356e-06
1980,40,1603,1603,13,140,3,3,0.000623830318153,0.00124766063631,NaN,NaN,0.0169702791719,2.64664366374e-06
1980,40,1603,1603,13,146,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,149,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,157,3,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00375468457214,1.1711430356e-06
1980,40,1603,1603,13,159,3,2,0.000623830318153,0.00374298190892,NaN,NaN,0.0112922667502,3.52222917971e-06
1980,40,1603,1603,13,164,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,167,3,2,0.000623830318153,0.00311915159077,NaN,NaN,0.00940433354193,2.93335419274e-06
1980,40,1603,1603,13,177,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1602,13,186,3,2,0.000624219725343,0.000624219725343,NaN,NaN,0.00187734448334,5.85937728882e-07
1980,40,1603,1603,13,188,3,2,0.000623830318153,0.00623830318153,NaN,NaN,0.0188677024482,5.88512241055e-06
1980,40,1603,1603,13,192,3,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00375468457214,5.85571517801e-07
1980,40,1603,1603,13,198,3,2,0.000623830318153,0.00311915159077,NaN,NaN,0.00940433354193,2.93335419274e-06
1980,40,1603,1603,13,200,3,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00375468457214,1.1711430356e-06
1980,40,1603,1603,13,207,3,2,0.000623830318153,0.008109794136,NaN,NaN,0.0245742924528,7.66509433962e-06
1980,40,1603,1603,13,208,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,211,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,215,3,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00375468457214,1.1711430356e-06
1980,40,1603,1603,13,218,3,3,0.000623830318153,0.00124766063631,NaN,NaN,0.0150752351097,2.35109717868e-06
1980,40,1603,1603,13,220,3,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00375468457214,1.1711430356e-06
1980,40,1603,1603,13,221,3,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00375468457214,5.85571517801e-07
1980,40,1603,1603,13,222,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,226,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,227,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,232,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,233,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,240,3,2,0.000623830318153,0.00187149095446,NaN,NaN,0.005635546875,1.7578125e-06
1980,40,1603,1603,13,244,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,13,245,3,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00187617041199,5.85205992509e-07
1980,40,1603,1603,14,15,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,20,4,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,14,22,4,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,14,26,4,2,0.000623830318153,0.00374298190892,NaN,NaN,0.0226269590485,4.70512768736e-06
1980,40,1603,1603,14,33,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,35,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,46,4,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,14,48,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,49,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,55,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,60,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,64,4,2,0.000623830318153,0.00249532127261,NaN,NaN,0.0150657717742,3.13282839972e-06
1980,40,1603,1603,14,73,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,77,4,2,0.000623830318153,0.00374298190892,NaN,NaN,0.0226269590485,4.70512768736e-06
1980,40,1603,1603,14,94,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,97,4,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,14,101,4,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,14,105,4,2,0.000623830318153,0.292576419214,NaN,NaN,2.0717929578,0.000430815753337
1980,40,1603,1603,14,115,4,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,14,123,4,3,0.000623830318153,0.000623830318153,NaN,NaN,0.0150657717742,1.56641419986e-06
1980,40,1603,1603,14,124,4,2,0.000623830318153,0.00187149095446,NaN,NaN,0.0112922667502,2.34815278647e-06
1980,40,1603,1603,14,130,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,131,4,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,14,140,4,3,0.000623830318153,0.00124766063631,NaN,NaN,0.0340043164371,3.53548725693e-06
1980,40,1603,1603,14,146,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,149,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,157,4,2,0.000623830318153,0.00124766063631,NaN,NaN,0.00752347566115,1.5644574051e-06
1980,40,1603,1603,14,159,4,2,0.000623830318153,0.00374298190892,NaN,NaN,0.0226269590485,4.70512768736e-06
1980,40,1603,1603,14,164,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1603,14,167,4,2,0.000623830318153,0.00311915159077,NaN,NaN,0.0188439995831,3.91848608506e-06
1980,40,1603,1603,14,177,4,2,0.000623830318153,0.000623830318153,NaN,NaN,0.00375938967962,7.81740419967e-07
1980,40,1603,1602,14,186,4,2,0.000624219725343,0.000624219725343,NaN,NaN,0.0037617466527,7.82718820787e-07
1980,40,1603,1603,14,188,4,2,0.000623830318153,0.00623830318153,NaN,NaN,0.0378062916933,7.86157032509e-06
1980,40,1603,1603,14,192,4,3,0.000623830318153,0.000623830318153,NaN,NaN,0.00752347566115,7.82228702552e-07
1980,40,1603,1603,14,198,4,2,0.000623830318153,0.00311915159077,NaN,NaN,0.0188439995831,3.91848608506e-06
